Port_ID,Profit,ROI_%,Sharpe_Ratio,MDD_%,Win_Rate_%,Win_Position,Total_Trades
3672754654734989568,566.59765978,0.4763850357271092,0.1785321723007246,7.163723696748872,44.303797468354425,210,474
3733192481840423936,2923.97719988,0.25109886265200626,0.05964770180499316,29.26999046340615,80.2612481857765,553,689
3768170840939476993,243.66889897,8.779089104108492,0.4232170626801603,0.0,42.857142857142854,6,14
3784403294629753856,2521.81430468,0.3398186114376363,0.09546191365329718,5.806135850615373,30.231404958677686,1829,6050
3786761687746711808,205.02139999,0.3320721883823882,0.21140726993474077,25.035908773983316,45.1219512195122,37,82
3788465932399412480,13960.96645667,0.8368063722229275,0.1514499290045132,9.336326118802198,44.607363962202676,1369,3069
3818233536529843712,6419.60790714,0.789208559894292,0.15279663105612953,17.276511748567742,33.919774806474315,482,1421
3819545518395756033,980.0631999599999,0.6898168266747994,0.2140748463033551,0.0,38.23529411764706,26,68
3826087012661391104,532.65697373,12.17851745780603,0.6691470677347559,2.133764196402173,58.333333333333336,63,108
3858510226868015873,-280.97295038999994,-0.035683963282038246,-0.01564893391573982,20.144476491152357,24.397590361445783,243,996
3865845304835489536,1406.06618669,0.710571420923522,0.2369283936526638,4.551587054761186,51.13378684807256,451,882
3878631538480067329,3921.23304116,0.4104572850492225,0.15119963264284,12.530466706440594,50.337958022056206,1415,2811
3879821005658659073,4268.00656095,2.0616739267749873,0.12977639511478992,18.15537038567777,33.142201834862384,289,872
3880920727367689984,-176.82699999000002,-0.10905775247160807,-0.0400056265337334,47.83343034599142,33.793103448275865,49,145
3886752488982104320,7195.17832464,0.8994404782536418,0.22003940653523313,0.5231377247703738,74.5396317053643,931,1249
3887577207880438784,2417.51403674,0.21449107715407584,0.0783407631449335,9.714742134530278,47.81818181818182,2893,6050
3891020560590657281,2856.30056379,1.7434069462039077,0.42959876722612794,0.0,64.75972540045767,283,437
3907081197088384000,18015.99737026,1.099241819853055,0.2205044780939306,7.763205984187111,61.39714769156394,2540,4137
3910887259807777281,1803.30201001,0.8922299808025962,0.10810028475621691,14.73098547621765,22.666666666666664,17,75
3910983669796782848,6761.64804825,0.7175143454263485,0.3296758625125822,2.5496605762734945,42.8125,274,640
3911997667197443328,605.72231024,0.621665092184959,0.1720612620499402,18.038440479282773,46.875,30,64
3914654298562589441,343.47044904999996,0.08002997640851585,0.010305370068328394,34.85032233913666,41.40786749482402,200,483
3919174299855478272,1456.3718076199998,0.06321673528339901,0.011056723830059399,37.27228523933461,48.06629834254144,609,1267
3923766029921022977,772.72903189,0.15648862124032625,0.0672510566319985,10.552945822426144,28.51469420174742,359,1259
3925368433214965504,6789.43673863,0.3753030637163513,0.27230569499463514,2.252810730898181,33.33333333333333,486,1458
3926423286576838657,1309.45995959,0.13545884037560052,0.04946175680140468,31.54466614111257,34.10041841004184,163,478
3930688517098515713,1947.24457347,0.2932139457331184,0.06270880573349595,16.81136206252501,48.61111111111111,140,288
3931992636670880512,10374.96528998,0.5710796250365378,0.04950775937352169,9.592638617708497,40.16528925619834,2430,6050
3932103299427844097,3860.30970535,0.21871120967134083,0.0808912489652283,5.464026043028015,30.050212437234453,778,2589
3935808725185052672,2301.96412286,0.11825916711168155,0.06120392037309421,14.60580537329624,35.10204081632653,602,1715
3936410995029308417,10681.514,1.7910538387345118,0.2989593485175309,0.0,30.0,6,20
3937714876784951296,1117.5308932100002,0.08970499951658283,0.015989944832360447,21.634332659547812,39.33463796477495,201,511
