,Total_PnL,ROI_%,Sharpe_Ratio,Max_Drawdown_%,Win_Rate_%,Winning_Positions,Total_Positions
3941019213896463617,4234.087790029999,0.00034673465194835605,1.970209531743405,-15658028782572.715,49.107142857142854,55,112
4041860229502600193,2327.33599982,0.17700012980343796,30.20658031009471,0.0,39.175257731958766,38,97
3988071780777702657,3424.4699222,0.7548894755966506,4.216692710428915,-13573730198.411724,37.316561844863735,890,2385
4034359562055356161,5284.65441593,0.0003308919036481272,8.306502022252376,-3.0013972661367544e+16,48.93617021276596,391,799
3939925275039085824,2378.8786707,987.0657752210736,15.845959775997407,-2544546402332.6655,36.23481781376518,2148,5928
4031493134338259457,9082.698287860003,0.0011708332481614478,9.75856721279452,-786710580.8815644,36.156696664902064,683,1889
3977116548751698176,603.98050076,0.0009917431480464347,1.7693834633468484,-1.135427740280787e+16,28.078817733990146,456,1624
4008537296438699777,2330.84564531,0.0002353235977185962,6.840576918671944,-217601375.46721366,46.54205607476635,249,535
3936410995029308417,10681.514000000001,0.00022764162182321916,6.985072687025129,0.0,30.0,6,20
4033614723417828608,4602.2398164900005,0.014654143289431047,8.734022318824238,-28983927.892746072,22.28682170542636,115,516
4037282461943784704,4760.365619499999,0.08194245130606011,24.775214179081622,0.0,26.984126984126984,136,504
4012994295026226176,2500.33664614,328.73160223255536,5.875642897808686,-29791906552.476685,40.03189792663477,251,627
3960874214179953664,19567.47128569,0.0009690218973365169,9.248234670034346,-67197.373901,51.568381430363864,1233,2391
4040843843196854529,2151.70406,0.0027180907383316864,14.09573095203182,0.0,32.20338983050847,19,59
3991414786174551297,1787.9877156900002,17.002323236393337,3.2603520477378427,-4297744.030496635,29.903536977491964,93,311
3932103299427844097,3860.3097053499996,0.0011812011394704896,4.783130171925804,-9.154438742906816e+16,30.050212437234453,778,2589
3966142151544441601,4883.80077594,8.369896505447416,3.0509453856375024,-6021619898305598.0,53.20910973084886,1028,1932
3910887259807777281,1803.3020100100002,0.0012821771333574319,3.4971621913715114,-59825.628999,22.666666666666664,17,75
3887577207880438784,2417.51403674,20.978974537251386,6.732273229259879,-1.92903149547876e+21,47.81818181818182,2893,6050
4037179073830813185,2331.43490998,0.9997638148886179,12.07358532525,0.0,42.465753424657535,31,73
4021243448368889856,1498.1937578999998,92015.2496869705,28.50397177191148,0.0,37.85123966942149,2290,6050
4004410127575640832,2905.76386668,358.42673287283145,8.453637412936379,-1.1501852457346345e+19,34.51676528599605,175,507
4006366295148391425,3018.5418056999997,2.1130556462099133,5.7336449094975075,-978.256891,17.180616740088105,117,681
3939318616482048768,9775.389109840002,0.09855016550982122,10.927995378244367,-3402586520058423.0,37.46031746031746,118,315
4000877324693233921,-836.1005588599955,-35.68701444997005,-0.9663463219762441,-509126.020858,44.8595041322314,2714,6050
3879821005658659073,4268.00656095,186.15325524918495,6.1433995658954075,-2284.472339000004,33.142201834862384,289,872
3993014919980212480,3078.6630103899997,0.029491468612412364,9.873375598277889,-618318371.8513542,47.62589928057554,331,695
4030626027667524352,3796.34803991,0.010247730920916288,14.805539587237174,0.0,49.78540772532189,116,233
4037073643537925121,1540.4004996200001,288.6984236366492,7.937253933193772,0.0,18.609865470852018,83,446
3944658614777849089,2074.4499799600003,1.0047757569105733,13.356814283038059,0.0,44.44444444444444,20,45
4020204877254599680,71998.85595307,0.002178522123519973,4.844524324878614,-1203231456528.5117,32.94214876033058,1993,6050
3819545518395756033,980.06319996,0.00045962591877423266,5.7616128622471035,0.0,38.23529411764706,26,68
3931992636670880512,10374.96528998,75519.99413321163,6.38774860056102,-6.248988948170536e+18,40.16528925619834,2430,6050
4022641794255717633,2176.83382376,1202374.8219747425,13.177561407545667,-47539166008507.77,43.52280237937872,2634,6052
3672754654734989568,566.59765978,244.00248365925927,6.184076183699269,-3365579880640504.5,44.303797468354425,210,474
4022565861939831809,14197.577075890002,0.34970421699929727,9.993999735666454,-8.831883965033489e+17,52.76595744680851,372,705
3942630767220672256,6611.89848042,1348.4047740060541,1.9240947929771839,-1.2450524501548877e+36,38.29744415375327,1903,4969
4027747397961573889,2638.2194499600005,0.011571656802729303,7.604172790429205,-38224200.17084696,45.0,207,460
3786761687746711808,205.02139999,0.2021720673055311,4.041073559690888,-1624031233.2935863,45.1219512195122,37,82
3999845462424248576,5843.152606810001,141452.318015556,17.160563147849665,-1.9698691366633335e+23,43.490054249547924,1443,3318
4032403303704824321,2060.57051952,0.006182644012568707,5.736647036248344,-15608993585.442379,55.15695067264574,123,223
4035034554469394176,2517.3207997300005,10.124637420114478,28.381924482516325,0.0,16.70886075949367,66,395
3944088772635000577,7581.491983399999,528.1767223706818,12.961789160165637,0.0,45.75292759360053,2774,6063
3946087913459823360,-40.667241669999996,-207.52763941387005,-0.9551971518338218,-221246.8815710289,31.71733771569433,1930,6085
4004713168329653760,1667.19861,89.03810074159196,18.303857629444128,0.0,7.4074074074074066,2,27
3930688517098515713,1947.24457347,0.00031688109958105903,2.583079571594825,-4.931225286787324e+17,48.61111111111111,140,288
3949329502284748801,425.96505789,3369.9430777043995,5.311267920765998,0.0,18.75,72,384
3784403294629753856,2521.81430468,223.6968426174463,9.873718303620393,-4.933471181428863e+17,30.231404958677686,1829,6050
3977078013600312321,4622.351437599999,65.85412506602678,10.498478894398163,-30806527361052.863,32.64248704663213,1638,5018
4013955990069013504,1690.02704985,1.8306245329471857,4.2216746684626685,-14248.041297999998,65.92178770949721,236,358
3951723256343550465,5260.022863890001,0.31055268485250326,6.0017803067974915,-8.881468071836524e+18,35.24804177545692,1215,3447
3858510226868015873,-280.97295039,-0.045576017326215794,-0.8422493695172404,-30991412656.942703,24.397590361445783,243,996
4030708912786799105,1612.84376999,104.13483195427018,18.330220134336315,0.0,3.3333333333333335,2,60
4030635536196756737,2581.61417484,849.2729396520016,18.851595271524303,-163318255.9570452,52.47295208655333,679,1294
4030392204221219329,1347.75800996,2.385759957341042,11.593101147404974,0.0,9.411764705882353,8,85
4008711265867865600,11298.706389769999,0.24649275269557455,14.94277421688087,-3.5962712613955104e+36,42.13197969543147,166,394
3962024093501274881,9314.494060179999,0.047830377927115114,5.92985807354292,-4.986552719289106e+19,26.472898664571876,337,1273
4039279455324236544,1038.8074192600002,6633.581622535402,7.937253933193772,0.0,55.35168195718655,181,327
4029507714735307777,1537.89995998,94.49610739860955,18.249708355554045,0.0,3.7735849056603774,2,53
4031408429897920512,1351.26659997,0.5575349980273431,11.593057511677328,0.0,4.878048780487805,4,82
4016164457907769600,3742.6873197200002,0.00018431230324742875,9.771291216406105,-1.324915985917524e+18,43.53932584269663,310,712
3865845304835489536,1406.06618669,11155.329645668635,11.46042701141659,0.0,51.13378684807256,451,882
3733192481840423936,2923.97719988,0.00015173949047692266,2.899487800857154,-1.2778300074853086e+29,80.2612481857765,553,689
3976088733682659585,5901.15009982,6071.7567480757625,7.231449845019777,-1.0464094153283138e+33,43.56787491115849,1226,2814
3953764659057081857,6048.86608919,0.000492360288079825,6.626395088502383,-978411859.1810879,30.874785591766724,180,583
3943533600390906881,2361.4245720499994,3611.7418588716746,15.3125978864569,-1.831131982822678e+79,54.80386583285958,964,1759
3907081197088384000,18015.997370259996,454.9949280347226,8.844536556464833,-5.139532768392104e+60,61.39714769156394,2540,4137
3886752488982104320,7195.178324640001,24863.738873161707,11.646053652309448,-9.564851817709809e+20,74.5396317053643,931,1249
4031673021422897664,1984.7171999900002,0.00020094779190818124,14.529712615585636,0.0,31.4410480349345,72,229
4037717032428033792,1897.3229995000002,345.76353518371826,10.665201009869676,0.0,32.17665615141956,102,317
3975392755164484097,2330.27031414,13.553822602897627,6.969772255485361,-2.4269008903455386e+18,27.99343903772553,512,1829
3949214983441029120,1317.5775589599998,0.07068330599745315,5.1713394357630715,-2015839122839.7224,36.9757174392936,1675,4530
3935808725185052672,2301.9641228599994,41766.51282692631,3.7104908405421773,-1367911151141.8323,35.10204081632653,602,1715
4040382575336130560,0.0,0.0,,0.0,0.0,0,76
3999240873283311617,42574.473678790004,30.83798885577223,11.124246623804837,0.0,52.32198142414861,2366,4522
3880920727367689984,-176.82699999000002,-7.064747492001494e-05,-1.079780593390355,-4647089.309911547,33.793103448275865,49,145
3956048468100538880,1373.56489,9.574185699036163e-05,11.852345821467885,0.0,71.42857142857143,20,28
4038768306117031680,1741.9142598800001,7578.282180833632,9.891962819836497,0.0,22.0,22,100
3826087012661391104,532.65697373,1.9589372329275145,9.699797203455162,-7.620667927788341e+21,58.333333333333336,63,108
3937714876784951296,1117.5308932100006,0.07652352321420328,0.7144650335641554,-7141104010.55855,39.33463796477495,201,511
3993222640082269952,1884.46844302,64509.81452287611,8.145320272787858,-1100723.393228724,46.45286686103013,1434,3087
3910983669796782848,6761.648048249999,205.34915889435217,14.082178116961837,-5.412011616668382e+64,42.8125,274,640
3952087967771302912,1032.60525986,3021.092952713821,6.567014156547897,0.0,33.72093023255814,58,172
4037511388357114368,3552.34051692,0.8069000758415068,9.509156960834545,-12555987.146244679,43.33683105981112,413,953
4023616625178799873,2087.7711930100004,1467.927421670251,13.322017063766621,0.0,40.991535671100365,339,827
3975304792994095360,2536.0810463,1640.126242279553,14.397961742824519,-16872086.161736555,42.65791632485644,1040,2438
4017263283405469185,7141.36641939,18087.560430652327,3.902057990477911,-2.6426264325846778e+20,33.6198347107438,2034,6050
3818233536529843712,6419.607907139999,16108.894008386085,5.635644477225242,-29003.394001999997,33.919774806474315,482,1421
4039129759104249600,1264.28919972,169.99686824449796,18.330299385719048,0.0,44.3609022556391,59,133
3911997667197443328,605.72231024,0.006504634272381022,4.098749801251516,-3428.867643,46.875,30,64
4008804082027254529,3332.7334588699996,0.0004466575056647472,1.868212975788295,-288005723495075.8,54.051282051282044,527,975
3988187872032603905,2599.7616706199997,5262.538482536906,5.250665345079311,-2.8993799767397637e+33,32.665139366170294,1711,5238
4000222729738650369,1803.62013328,175.88403875346535,15.824488536591591,-1.4250242261542838e+20,56.05427974947808,537,958
3998659472131949824,1449.32593976,0.00017783872296905456,13.362136931033609,0.0,48.97959183673469,72,147
4028701921959171840,17601.40139824,0.0016003527422025442,8.989789349807957,-5.432787736533593e+16,54.29403202328966,373,687
4014818740371615232,2013.6475100900002,0.11873838368110169,12.67019441328267,-8355034441748217.0,20.982986767485823,111,529
3768170840939476993,243.66889897,0.042021612304085715,11.224972160321824,0.0,42.857142857142854,6,14
